"","V1"
"1",2
"2",2
"3",6
"4",2
"5",6
"6",2
"7",2
"8",1
"9",8
"10",8
"11",3
"12",8
"13",7
"14",7
"15",3
"16",5
"17",5
"18",7
"19",5
"20",5
"21",5
"22",5
